,Unnamed: 0,Region,LandValue,ImprovementValue,HOEX,Latitude,Longitude,Delta,TimetoFinal,ConstructionDelay,Neighbours,TimetoApply,RepairTime,Units,IncomeRatio,YearBuilt,BuildingCode,Occupancy,Stories,Basement,Area,ConstructionClass,ReplacementCost,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,HSV_Green_2012,RGB_Green_2012,HSV_Green_2013,RGB_Green_2013,HSV_Green_2014,RGB_Green_2014,HSV_Green_2015,RGB_Green_2015,HSV_Green_2016,RGB_Green_2016,HSV_Green_2017,RGB_Green_2017,HSV_Green_2018,RGB_Green_2018,HSV_Green_2019,RGB_Green_2019,HSV_Green_2020,RGB_Green_2020
454,454,SantaRosa,204000.0,508980.0,False,38.47845973,-122.7499768,385.0,1106.0,98.0,1039.0,721.0,287.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,True,1275.0,Average,159196.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,455,SantaRosa,222009.0,333561.0,True,38.47842772,-122.7501429,197.0,247.0,35.0,1038.0,50.0,162.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,456,SantaRosa,63123.0,162712.0,False,38.47842089,-122.7503028,392.0,654.0,35.0,1033.0,262.0,357.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,457,SantaRosa,63123.0,156916.0,True,38.47841869,-122.7504642,698.0,895.0,233.0,1029.0,197.0,465.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,458,SantaRosa,212165.0,335068.0,False,38.47867714,-122.7503106,336.0,574.0,57.0,1028.0,238.0,279.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,459,SantaRosa,236225.0,379075.0,False,38.47871029,-122.750115,553.0,939.0,19.0,1034.0,386.0,534.0,1.0,0.990344425,1960.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,460,SantaRosa,157676.0,206113.0,False,38.47873781,-122.7499419,218.0,836.0,60.0,1035.0,618.0,158.0,1.0,0.990344425,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,461,SantaRosa,178891.0,417431.0,False,38.47872043,-122.7497581,293.0,499.0,45.0,1035.0,206.0,248.0,1.0,0.990344425,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,462,SantaRosa,123102.0,227382.0,False,38.4786658,-122.7495068,134.0,259.0,21.0,1038.0,125.0,113.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,463,SantaRosa,115860.0,246216.0,True,38.47880152,-122.7493529,286.0,539.0,49.0,1034.0,253.0,237.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,464,SantaRosa,118964.0,235060.0,True,38.47905252,-122.7492884,182.0,1066.0,6.0,1033.0,884.0,176.0,1.0,0.990344425,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,465,SantaRosa,128130.0,209676.0,True,38.47921513,-122.7493965,612.0,1031.0,32.0,1029.0,419.0,580.0,1.0,0.990344425,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,466,SantaRosa,72139.0,144469.0,False,38.47922718,-122.7496603,238.0,454.0,16.0,1029.0,216.0,222.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,467,SantaRosa,145611.0,315501.0,True,38.47918261,-122.7498449,425.0,657.0,26.0,1030.0,232.0,399.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,468,SantaRosa,157676.0,204052.0,False,38.47915533,-122.7500004,221.0,826.0,28.0,1029.0,605.0,193.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,469,SantaRosa,252496.0,411729.0,True,38.47912565,-122.7501544,361.0,738.0,65.0,1029.0,377.0,296.0,1.0,0.990344425,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,470,SantaRosa,112677.0,190698.0,False,38.47909016,-122.7503047,124.0,266.0,35.0,1027.0,142.0,89.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,471,SantaRosa,63123.0,199943.0,True,38.47904715,-122.7504543,523.0,855.0,87.0,1023.0,332.0,436.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,472,SantaRosa,106489.0,349717.0,True,38.47900202,-122.7506088,284.0,903.0,53.0,1018.0,619.0,231.0,1.0,0.990344425,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,473,SantaRosa,204000.0,479400.0,False,38.47895396,-122.7507872,192.0,993.0,24.0,1012.0,801.0,168.0,1.0,0.990344425,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,474,SantaRosa,124965.0,186620.0,True,38.4791839,-122.7509264,427.0,625.0,55.0,1003.0,198.0,372.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,475,SantaRosa,133478.0,303367.0,True,38.47923982,-122.7507671,394.0,604.0,43.0,1006.0,210.0,351.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,476,SantaRosa,165560.0,229816.0,False,38.47928978,-122.7506224,203.0,814.0,20.0,1013.0,611.0,183.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,477,SantaRosa,136472.0,353486.0,False,38.47934232,-122.7504743,273.0,505.0,103.0,1015.0,232.0,170.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,478,SantaRosa,63123.0,152407.0,True,38.47938554,-122.7503164,364.0,601.0,59.0,1017.0,237.0,305.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,479,SantaRosa,63123.0,156015.0,True,38.47941959,-122.7501558,503.0,714.0,72.0,1023.0,211.0,431.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,480,SantaRosa,115311.0,187986.0,True,38.47944539,-122.7499923,390.0,613.0,74.0,1023.0,223.0,316.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,481,SantaRosa,114116.0,173241.0,True,38.47946344,-122.7498277,235.0,406.0,60.0,1024.0,171.0,175.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,482,SantaRosa,63123.0,148800.0,True,38.47947237,-122.7496624,293.0,504.0,40.0,1024.0,211.0,253.0,1.0,0.990344425,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,483,SantaRosa,63123.0,177879.0,True,38.47947231,-122.7495017,393.0,612.0,78.0,1024.0,219.0,315.0,1.0,0.990344425,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,484,SantaRosa,296848.0,422532.0,True,38.47947419,-122.7493441,331.0,701.0,50.0,1024.0,370.0,281.0,1.0,0.990344425,1960.0,Post1940,RES1,2.0,False,1700.0,Custom,278715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,485,SantaRosa,145046.0,216990.0,True,38.47946734,-122.7491848,299.0,400.0,42.0,1024.0,101.0,257.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,486,SantaRosa,97248.0,187433.0,False,38.47947056,-122.7490298,251.0,469.0,14.0,1024.0,218.0,237.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,487,SantaRosa,207484.0,310112.0,True,38.4794775,-122.7488544,233.0,439.0,54.0,1024.0,206.0,179.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,488,SantaRosa,144391.0,271459.0,True,38.47990733,-122.7490328,505.0,723.0,33.0,1011.0,218.0,472.0,1.0,0.990344425,1960.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,489,SantaRosa,63123.0,145194.0,True,38.47990372,-122.7491907,264.0,505.0,77.0,1012.0,241.0,187.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,490,SantaRosa,105317.0,184075.0,True,38.47990294,-122.7493497,615.0,853.0,163.0,1012.0,238.0,452.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,491,SantaRosa,101893.0,136386.0,False,38.47990244,-122.7495054,431.0,867.0,168.0,1012.0,436.0,263.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,492,SantaRosa,63123.0,146096.0,False,38.47989428,-122.7496634,553.0,1038.0,111.0,1012.0,485.0,442.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,493,SantaRosa,70338.0,144467.0,True,38.47987938,-122.749829,386.0,701.0,136.0,1012.0,315.0,250.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,494,SantaRosa,147164.0,154585.0,False,38.47986457,-122.7499938,197.0,850.0,48.0,1011.0,653.0,149.0,1.0,0.990344425,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,495,SantaRosa,172114.0,258753.0,False,38.47984264,-122.7501592,245.0,463.0,14.0,1011.0,218.0,231.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,496,SantaRosa,150000.0,97419.0,False,38.48000976,-122.7503472,-1.0,-1.0,62.0,999.0,668.0,-1.0,1.0,0.990344425,1960.0,Post1940,RES1,2.0,False,1700.0,Custom,278715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,497,SantaRosa,63123.0,152406.0,True,38.48013762,-122.7504204,311.0,626.0,64.0,992.0,315.0,247.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,498,SantaRosa,206113.0,407021.0,False,38.48031289,-122.7504746,295.0,608.0,22.0,984.0,313.0,273.0,1.0,0.990344425,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,499,SantaRosa,181201.0,307480.0,False,38.48045711,-122.7506334,219.0,533.0,52.0,974.0,314.0,167.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,True,1275.0,Average,159196.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,500,SantaRosa,101743.0,142137.0,True,38.48039734,-122.7508899,106.0,871.0,20.0,965.0,765.0,86.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,501,SantaRosa,63123.0,188107.0,True,38.48030294,-122.7511084,546.0,1150.0,216.0,957.0,604.0,330.0,1.0,0.990344425,1950.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,502,SantaRosa,265847.0,434849.0,True,38.48013141,-122.7511295,629.0,996.0,132.0,965.0,367.0,497.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,503,SantaRosa,206113.0,451212.0,False,38.47997489,-122.7510444,193.0,930.0,26.0,971.0,737.0,167.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,504,SantaRosa,291592.0,488901.0,True,38.47986834,-122.7509318,434.0,856.0,104.0,985.0,422.0,330.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,505,SantaRosa,114687.0,217307.0,True,38.47973029,-122.7506949,526.0,707.0,45.0,996.0,181.0,481.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,506,SantaRosa,234456.0,321541.0,False,38.47961988,-122.7510032,322.0,736.0,103.0,988.0,414.0,219.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,507,SantaRosa,99897.0,149544.0,True,38.47957038,-122.7511478,335.0,505.0,26.0,982.0,170.0,309.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,508,SantaRosa,105317.0,146696.0,True,38.4794618,-122.7514628,404.0,580.0,72.0,977.0,176.0,332.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,509,SantaRosa,105317.0,148954.0,False,38.47941133,-122.7516242,246.0,681.0,118.0,960.0,435.0,128.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,510,SantaRosa,165935.0,277230.0,True,38.47910538,-122.7513506,308.0,611.0,77.0,988.0,303.0,231.0,1.0,0.990344425,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,511,SantaRosa,63123.0,275554.0,True,38.47885848,-122.7512318,574.0,885.0,54.0,993.0,311.0,520.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,512,SantaRosa,116037.0,309431.0,False,38.47874515,-122.7511851,419.0,776.0,44.0,997.0,357.0,375.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,513,SantaRosa,204000.0,494700.0,True,38.47862391,-122.7511455,314.0,1101.0,66.0,1001.0,787.0,248.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,514,SantaRosa,63123.0,128960.0,False,38.47842268,-122.7509941,399.0,776.0,100.0,1009.0,377.0,299.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,515,SantaRosa,205603.0,339941.0,True,38.47841695,-122.7511728,312.0,602.0,35.0,1001.0,290.0,277.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,516,SantaRosa,63123.0,212432.0,False,38.47841762,-122.7513357,442.0,772.0,34.0,996.0,330.0,408.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,517,SantaRosa,121342.0,254829.0,False,38.47841875,-122.7514948,572.0,888.0,168.0,985.0,316.0,404.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,518,SantaRosa,63123.0,156914.0,True,38.478418,-122.751651,331.0,589.0,14.0,974.0,258.0,317.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,519,SantaRosa,262793.0,394706.0,True,38.47841737,-122.7518086,395.0,695.0,224.0,959.0,300.0,171.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,520,SantaRosa,206113.0,411195.0,False,38.47841825,-122.7519678,186.0,923.0,26.0,951.0,737.0,160.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,521,SantaRosa,108326.0,180116.0,False,38.47841662,-122.75213,356.0,630.0,100.0,935.0,274.0,256.0,1.0,0.990344425,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,522,SantaRosa,63123.0,129860.0,True,38.47840453,-122.7522912,308.0,552.0,24.0,927.0,244.0,284.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,523,SantaRosa,136472.0,361676.0,True,38.47838295,-122.7524519,286.0,503.0,45.0,914.0,217.0,241.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,524,SantaRosa,63123.0,169544.0,True,38.47725013,-122.7525166,1005.0,1316.0,54.0,912.0,311.0,951.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,525,SantaRosa,180349.0,73389.0,False,38.47722575,-122.752867,-1.0,-1.0,72.0,886.0,449.0,-1.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,526,SantaRosa,42228.0,11938.0,False,38.47722513,-122.7530422,405.0,720.0,57.0,872.0,315.0,348.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,527,SantaRosa,121342.0,293660.0,False,38.47722116,-122.7532112,449.0,742.0,94.0,862.0,293.0,355.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Custom,271167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,528,SantaRosa,240950.0,361426.0,True,38.47719923,-122.7536322,335.0,476.0,147.0,827.0,141.0,188.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,529,SantaRosa,202932.0,628105.0,False,38.47770325,-122.7536447,357.0,874.0,107.0,827.0,517.0,250.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,530,SantaRosa,175795.0,263988.0,False,38.47771903,-122.7534067,489.0,758.0,53.0,845.0,269.0,436.0,1.0,0.990344425,1960.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,531,SantaRosa,63123.0,161425.0,False,38.4776683,-122.753219,289.0,554.0,57.0,860.0,265.0,232.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,532,SantaRosa,203284.0,304648.0,True,38.47763983,-122.7530491,278.0,503.0,77.0,870.0,225.0,201.0,1.0,0.990344425,1960.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,533,SantaRosa,275832.0,413753.0,False,38.47763725,-122.7528744,769.0,1056.0,288.0,884.0,287.0,481.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,534,SantaRosa,122698.0,179969.0,True,38.47765775,-122.752699,322.0,521.0,70.0,896.0,199.0,252.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,535,SantaRosa,63123.0,205996.0,True,38.47768764,-122.7525236,387.0,703.0,55.0,911.0,316.0,332.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,536,SantaRosa,189139.0,441334.0,True,38.47795936,-122.7525223,174.0,371.0,21.0,911.0,197.0,153.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,True,1275.0,Custom,220476.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,537,SantaRosa,109466.0,138662.0,False,38.47793473,-122.7526978,401.0,549.0,34.0,896.0,148.0,367.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,538,SantaRosa,206113.0,411737.0,True,38.47792686,-122.7530199,304.0,888.0,180.0,874.0,584.0,124.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,539,SantaRosa,110789.0,295495.0,True,38.47796299,-122.7536658,278.0,470.0,77.0,824.0,192.0,201.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,540,SantaRosa,174055.0,261086.0,False,38.47796382,-122.753823,223.0,412.0,31.0,812.0,189.0,192.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,True,1275.0,Average,159196.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,541,SantaRosa,160766.0,355037.0,True,38.4779647,-122.753989,374.0,759.0,36.0,796.0,385.0,338.0,1.0,0.990344425,1940.0,Post1940,RES1,2.0,False,1700.0,Custom,278715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,542,SantaRosa,121347.0,245343.0,False,38.47796347,-122.7543337,380.0,603.0,35.0,756.0,223.0,345.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,543,SantaRosa,223101.0,334654.0,True,38.47798071,-122.7545147,362.0,601.0,85.0,749.0,239.0,277.0,1.0,0.990344425,1960.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,544,SantaRosa,204000.0,561000.0,False,38.47804187,-122.7546833,616.0,1133.0,51.0,742.0,517.0,565.0,1.0,0.990344425,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,545,SantaRosa,141988.0,417371.0,True,38.47814914,-122.7548235,701.0,1009.0,64.0,719.0,308.0,637.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,True,1275.0,Custom,220476.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,546,SantaRosa,106248.0,221369.0,True,38.47828232,-122.7549284,314.0,533.0,127.0,718.0,219.0,187.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,True,1275.0,Average,159196.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,547,SantaRosa,309055.0,463755.0,False,38.47812244,-122.755225,212.0,736.0,50.0,716.0,524.0,162.0,1.0,0.990344425,1940.0,Post1940,RES1,2.0,False,1700.0,Custom,278715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,548,SantaRosa,206113.0,453449.0,False,38.47800162,-122.7551212,221.0,874.0,21.0,717.0,653.0,200.0,1.0,0.990344425,1940.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,549,SantaRosa,206113.0,466331.0,True,38.47788408,-122.7550184,441.0,834.0,252.0,718.0,393.0,189.0,1.0,0.990344425,1940.0,Post1940,RES1,2.0,False,1700.0,Average,208675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,550,SantaRosa,153020.0,348790.0,True,38.47767574,-122.7547313,375.0,879.0,16.0,742.0,504.0,359.0,1.0,0.990344425,1950.0,Post1940,RES1,1.0,False,1700.0,Average,198322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
